Customer_Id,Name,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Label,Results
220.170.182.31-10.42.0.211-443-43612-6,Christophd,23,_______,36822.29,3132.524167,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",16,18,5.79,5.0,Standard,125.25,39.64980173,25 Years and 1 Months,No,95.80071292,38.11405466,High_spent_Medium_value_payments,429.3376491,0,0
10.42.0.211-10.42.0.1-4497-53-17,Christophd,23,Entrepreneur,36822.29,3132.524167,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",14,20,5.79,5.0,_,125.25,34.63833719,25 Years and 2 Months,No,95.80071292,41.52981324,High_spent_Medium_value_payments,425.9218905,1,1
180.149.153.68-10.42.0.211-80-57828-6,Christophd,23,Entrepreneur,36822.29,3132.524167,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",15,19,5.79,5.0,Standard,125.25,39.05658586,25 Years and 3 Months,No,95.80071292,251.9834114,Low_spent_Medium_value_payments,245.4682923,1,1
10.42.0.211-10.42.0.1-34305-53-17,Mikeh,25,Doctor,80108.31,6866.6925,5,3,17,0,,25,19,21.22,1.0,Standard,997.28,38.73267646,17 Years and 7 Months,Yes,0.0,107.0656525,!@9#%8,829.6035975,0,0
172.217.10.3-10.42.0.151-443-36475-6,,25,Doctor,80108.31,6866.6925,5,3,17,-100,,28,19,14.22,1.0,Standard,997.28,26.17314465,17 Years and 8 Months,Yes,0.0,52.18981024,High_spent_Large_value_payments,874.4794398,1,1
172.217.10.67-10.42.0.151-443-43431-6,Mikeh,25,Doctor,80108.31,6866.6925,5,3,17,0,,25,16,14.22,1.0,Standard,997.28,26.72857312,17 Years and 9 Months,Yes,0.0,549.0992911,Low_spent_Large_value_payments,407.56995889999996,0,0
207.253.122.41-10.42.0.42-80-42739-6,Mikeh,25,_______,80108.31,6866.6925,5,3,17,0,,20,21,14.22,1.0,Standard,997.28,39.91463675,17 Years and 10 Months,Yes,0.0,123.1885231,High_spent_Large_value_payments,803.4807268999999,1,1
172.217.10.138-10.42.0.151-443-41484-6,Mikeh,25,Doctor,80108.31,6866.6925,5,3,17,0,,25,19,14.22,1.0,_,997.28,32.94802192,17 Years and 11 Months,Yes,0.0,341.3768772,Low_spent_Medium_value_payments,625.2923728,0,0
172.217.11.10-10.42.0.151-443-44340-6,Mikeh,25,Doctor,80108.31,6866.6925,5,3,17,0,,25,,14.22,1.0,_,997.28,32.40424137,18 Years and 0 Months,Yes,0.0,228.0964591,High_spent_Medium_value_payments,708.5727909,1,1
239.255.255.250-10.42.0.151-1900-43310-17,Mikeh,25,Doctor,80108.31,,5,3,17,0,,25,19,14.22,4.0,Standard,997.28,39.36288149,18 Years and 1 Months,Yes,0.0,127.2650164,High_spent_Large_value_payments,799.4042336,0,0
216.58.212.131-10.42.0.211-443-36021-6,Mikeh,25,Doctor,80108.31,6866.6925,5,3,17,0,,25,19,14.22,4.0,Standard,997.28,28.12327833,18 Years and 2 Months,Yes,0.0,127.886289,!@9#%8,808.782961,0,0
10.42.0.151-10.42.0.1-4791-53-17,Tim Hepherp,20,Scientist,69977.6,5978.466667000001,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",49,18,6.81,11.0,_,3042.36,37.2171993,12 Years and 8 Months,Yes,485.75043099999994,405.1493636,Low_spent_Small_value_payments,,0,0
219.142.78.162-10.42.0.42-443-45617-6,Tim Hepherp,20,Scientist,69977.6,5978.466667000001,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",49,18,6.81,11.0,Bad,3042.36,30.46783632,12 Years and 9 Months,Yes,485.75043099999994,470.8372043,Low_spent_Large_value_payments,,0,0
172.217.3.110-10.42.0.151-443-58074-6,Tim Hepherp,20,Scientist,69977.6,5978.466667000001,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",49,18,6.81,11.0,Bad,3042.36,35.60710564,12 Years and 10 Months,Yes,485.75043099999994,177.9055932,Low_spent_Medium_value_payments,214.1906424,0,0
10.42.0.211-10.42.0.1-62619-53-17,,20,_______,69977.6,,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",49,18,6.81,11.0,_,3042.36,23.84176883,,Yes,485.75043099999994,250.7661703,Low_spent_Medium_value_payments,141.33006540000002,1,1
202.77.129.150-10.42.0.211-443-38321-6,Tim Hepherp,20,Scientist,69977.6,5978.466667000001,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",49,18,6.81,11.0,Bad,3042.36,26.20467951,13 Years and 0 Months,Yes,485.75043099999994,122.7310698,!@9#%8,229.3651659,1,1
10.42.0.211-104.193.88.109-38526-80-6,Tim Hepherp,21,Scientist,69977.6,,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",54,20,6.81,11.0,Bad,3042.36,28.13069484,,NM,485.75043099999994,332.2100424,Low_spent_Medium_value_payments,59.88619327,0,0
10.42.0.151-10.42.0.1-48073-53-17,Tim Hepherp,21,Scientist,69977.6,5978.466667000001,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",49,19,6.81,11.0,Bad,3042.36,30.35127201,13 Years and 2 Months,Yes,485.75043099999994,545.6759427,Low_spent_Medium_value_payments,,0,0
157.240.2.15-10.42.0.151-443-33803-6,Tim Hepherp,21,Scientist,69977.6,5978.466667000001,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",49,18,6.81,11.0,Bad,3042.36,36.25111095,,NM,485.75043099999994,510.0147632,Low_spent_Large_value_payments,,0,0
175.100.207.232-10.42.0.42-80-40322-6,Granto,16,Musician,78988.48,6449.373333,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",27,17,15.27,9.0,Bad,1746.9,34.70500518,10 Years and 1 Months,Yes,291.7827603,88.07126674,High_spent_Medium_value_payments,515.0833063,1,1
203.205.158.37-10.42.0.42-80-47188-6,Granto,16,Musician,78988.48_,6449.373333,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",27,17,15.27,9.0,Bad,1746.9,35.1549357,10 Years and 2 Months,Yes,291.7827603,419.575712,High_spent_Small_value_payments,193.57886100000002,1,1
172.217.9.238-10.42.0.211-443-49735-6,Granto,16,Musician,78988.48,6449.373333,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",27,17,15.27,9.0,Bad,1746.9,28.38967163,10 Years and 3 Months,Yes,291.7827603,295.6050491,Low_spent_Large_value_payments,327.54952389999994,1,1
10.42.0.211-64.71.142.95-40478-443-6,Granto,16,Musician,78988.48_,6449.373333,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",27,17,15.27,9.0,Bad,1746.9,39.64707758,10 Years and 4 Months,Yes,291.7827603,178.1531521,!@9#%8,455.00142089999997,1,1
172.217.12.202-10.42.0.42-443-50031-6,Granto,16,Musician,78988.48,6449.373333,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",27,17,15.27,9.0,_,1746.9,37.47919344,10 Years and 5 Months,Yes,291.7827603,,Low_spent_Medium_value_payments,75.19634822,1,1
10.42.0.211-106.39.162.36-55111-80-6,Granto,16,Musician,78988.48,6449.373333,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",27,15,15.27,9.0,Bad,1746.9,32.4955483,10 Years and 6 Months,Yes,291.7827603,399.2485836,Low_spent_Medium_value_payments,233.90598939999998,0,0
10.42.0.42-61.135.185.139-58134-80-6,Granto,16,Musician,78988.48,6449.373333,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",22,17,_,9.0,Bad,1746.9,38.1635711,10 Years and 7 Months,NM,291.7827603,456.3694645,Low_spent_Medium_value_payments,176.7851085,1,1
172.217.12.129-10.42.0.211-443-44190-6,Granto,16,Musician,78988.48,6449.373333,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",27,17,10.27,9.0,Bad,1746.9,28.95543808,10 Years and 8 Months,Yes,291.7827603,162.0816014,!@9#%8,431.0729716,0,0
172.217.12.142-10.42.0.151-443-56975-6,Ermans,45,Journalist,41746.76,3651.896667,8,5,5261,3,"Mortgage Loan, Personal Loan, and Not Specified",62,21,9.81,8.0,Bad,1936.79,37.70526076,19 Years and 1 Months,Yes,102.28339749999999,425.1038222,Low_spent_Small_value_payments,127.8024469,0,0
10.42.0.211-104.193.88.109-35023-80-6,Ermans,45,Journalist,41746.76,3651.896667,8,5,31,3,"Mortgage Loan, Personal Loan, and Not Specified",62,22,9.81,8.0,Bad,1936.79,30.089952399999998,19 Years and 2 Months,Yes,102.28339749999999,31.56000966,High_spent_Large_value_payments,471.3462595,0,0
10.42.0.42-111.202.114.35-42453-80-6,Ermans,45,Journalist,41746.76_,3651.896667,8,5,31,3,"Mortgage Loan, Personal Loan, and Not Specified",62,20,3.81,8.0,Bad,1936.79,24.03858303,19 Years and 3 Months,Yes,102.28339749999999,150.747271,High_spent_Medium_value_payments,362.1589981,1,1
172.217.12.162-10.42.0.211-443-47415-6,Ermans,45,Journalist,41746.76,3651.896667,8,5,31,3,"Mortgage Loan, Personal Loan, and Not Specified",62,21,9.81,11.0,Bad,1936.79,37.58178658,19 Years and 4 Months,Yes,102.28339749999999,134.42247,Low_spent_Large_value_payments,398.48379910000006,0,0
157.240.2.25-10.42.0.151-443-57627-6,Ermans,45,Journalist,41746.76,3651.896667,8,5,31,3,"Mortgage Loan, Personal Loan, and Not Specified",62,18,9.81,11.0,Bad,1936.79,30.25268542,19 Years and 5 Months,Yes,102.28339749999999,42.79187097,High_spent_Large_value_payments,460.1143982,1,1
172.217.12.195-10.42.0.42-443-50942-6,Ermans,46,_______,41746.76,3651.896667,8,5,31,3,"Mortgage Loan, Personal Loan, and Not Specified",67,21,9.81,11.0,Bad,1936.79,32.15961047,19 Years and 6 Months,Yes,102.28339749999999,199.1276057,High_spent_Small_value_payments,323.77866339999997,0,0
10.42.0.211-103.7.30.118-59857-80-6,Ermans,46,Journalist,41746.76,,8,5,31,3,"Mortgage Loan, Personal Loan, and Not Specified",59,23,9.81,11.0,Bad,1936.79,23.178938100000003,19 Years and 7 Months,Yes,102.28339749999999,143.6062003,Low_spent_Small_value_payments,409.3000689,1,1
10.42.0.211-10.42.0.1-15851-53-17,Ermans,46,Journalist,41746.76,3651.896667,8,5,31,3,"Mortgage Loan, Personal Loan, and Not Specified",62,21,9.81,11.0,Bad,1936.79,32.94553479,,Yes,102.28339749999999,85.99686894,High_spent_Large_value_payments,416.9094002,0,0
162.208.22.34-10.42.0.151-443-57798-6,Isabel Reynoldsb,21,Media_Manager,19981.6,1459.133333,10,8,20,7,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,,23.58,12.0,Bad,4834.59,38.16554553,10 Years and 2 Months,NM,78.41827155,69.78240333,Low_spent_Small_value_payments,287.7126585,1,1
10.42.0.151-54.210.1.114-35377-443-6,Isabel Reynoldsb,21,Media_Manager,19981.6,1459.133333,10,8,20,7_,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,21,23.58,12.0,_,4834.59,29.04463822,10 Years and 3 Months,Yes,78.41827155,35.92166782,High_spent_Small_value_payments,291.573394,1,1
10.42.0.211-47.89.68.230-49216-443-6,Isabel Reynoldsb,22,_______,19981.6,1459.133333,10,8,3238,7,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,21,23.58,12.0,_,4834.59,26.784280100000004,,Yes,78.41827155,,Low_spent_Medium_value_payments,236.9991171,0,0
10.42.0.211-10.42.0.1-64236-53-17,Isabel Reynoldsb,22,Media_Manager,19981.6,1459.133333,10,8,20,7_,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,21,23.58,,Bad,4834.59,35.05013881,10 Years and 5 Months,Yes,78.41827155,69.46880384,Low_spent_Medium_value_payments,278.0262579,1,1
10.42.0.42-104.97.95.172-59550-80-6,Isabel Reynoldsb,22,Media_Manager,19981.6,1459.133333,10,8,20,7,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,21,23.58,12.0,_,4834.59,34.31347599,10 Years and 6 Months,Yes,78.41827155,__10000__,Low_spent_Small_value_payments,239.4320793,0,0
8.0.6.4-8.6.0.1-0-0-0,Isabel Reynoldsb,22,Media_Manager,19981.6,1459.133333,10,8,20,7,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,19,23.58,12.0,_,4834.59,38.97774520000001,10 Years and 7 Months,NM,78.41827155,42.4353362,High_spent_Small_value_payments,285.0597256,0,0
172.217.11.14-10.42.0.151-443-43508-6,Isabel Reynoldsb,22,Media_Manager,19981.6,1459.133333,10,8,20,7_,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,23,23.58,12.0,_,4834.59,32.41892514,10 Years and 8 Months,Yes,78.41827155,130.8351969,Low_spent_Large_value_payments,206.6598648,1,1
10.42.0.211-10.42.0.1-9180-53-17,Isabel Reynoldsb,22,_______,19981.6,1459.133333,10,8,20,7,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,21,23.58,12.0,Bad,4834.59,30.8132951,10 Years and 9 Months,Yes,78.41827155,171.6398273,Low_spent_Small_value_payments,185.8552345,1,1
10.42.0.151-63.250.200.101-47157-443-6,Laup,18,_______,73737.36,5936.78,7,3,18,4_,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,,13.92,2.0,Standard,1219.39,34.50073214,31 Years and 1 Months,Yes,214.81346319999997,77.2660256,High_spent_Large_value_payments,541.5985112000001,0,0
172.217.12.131-10.42.0.151-443-49202-6,Laup,19,Lawyer,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,20,14.92,2.0,Standard,1219.39,35.72613069,31 Years and 2 Months,Yes,214.81346319999997,113.162405,High_spent_Medium_value_payments,515.7021318,1,1
202.102.68.101-10.42.0.211-80-45757-6,Laup,19,Lawyer,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,17,19.92,2.0,_,1219.39,37.97265478,31 Years and 3 Months,Yes,214.81346319999997,321.1426678,Low_spent_Medium_value_payments,337.72186899999997,0,0
172.217.11.46-10.42.0.151-443-33708-6,,19,Lawyer,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,17,13.92,2.0,Standard,1219.39,34.81301084,31 Years and 4 Months,Yes,214.81346319999997,153.8744615,High_spent_Medium_value_payments,474.99007530000006,1,1
10.42.0.211-10.42.0.1-47355-53-17,Laup,19,Lawyer,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",15,20,13.92,2.0,Standard,1219.39,33.015928100000004,31 Years and 5 Months,Yes,214.81346319999997,424.0584112,Low_spent_Small_value_payments,244.8061256,0,0
202.77.129.150-10.42.0.211-80-42540-6,Laup,19,_______,73737.36_,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,20,13.92,2.0,Standard,1219.39,26.38962385,31 Years and 6 Months,Yes,214.81346319999997,188.5743324,High_spent_Medium_value_payments,440.2902044,1,1
10.42.0.211-10.42.0.1-45197-53-17,Laup,19,Lawyer,73737.36_,5936.78,7,3,18,4_,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,20,13.92,2.0,Standard,1219.39,26.72895815,31 Years and 7 Months,Yes,214.81346319999997,245.0679747,!@9#%8,413.7965621,0,0
10.42.0.151-10.42.0.1-29518-53-17,Laup,19,Lawyer,73737.36,,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,17,13.92,2.0,Standard,1219.39,37.84472129,31 Years and 8 Months,Yes,214.81346319999997,428.4559993,Low_spent_Large_value_payments,220.4085375,0,0
10.42.0.211-23.206.125.17-50496-80-6,Christopher Doeringv,33,Musician,88362.46,7255.5383329999995,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",17,5,11.01,4.0,Good,325.93,26.64350552,,No,211.1843903,185.3272952,High_spent_Large_value_payments,569.0421478,0,0
172.217.10.138-10.42.0.151-443-35329-6,Christopher Doeringv,33,Musician,88362.46,7255.5383329999995,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,10,9.01,4.0,Good,325.93,36.590513200000004,30 Years and 9 Months,No,211.1843903,472.7754275,Low_spent_Medium_value_payments,321.59401549999995,0,0
10.42.0.211-23.206.125.17-38344-80-6,Christopher Doeringv,33,Musician,88362.46,,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",17,8,11.01,4.0,Good,325.93,26.86579943,30 Years and 10 Months,No,211.1843903,187.5698797,High_spent_Small_value_payments,586.7995632999999,0,0
239.255.255.250-10.42.0.151-1900-35299-17,Christopher Doeringv,34,Musician,88362.46,7255.5383329999995,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,8,11.01,4.0,Good,325.93,31.528676899999997,30 Years and 11 Months,No,211.1843903,283.3812328,High_spent_Medium_value_payments,480.98821019999997,1,1
172.217.6.238-10.42.0.211-443-57694-6,Christopher Doeringv,34,_______,88362.46,,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,8,11.01,6.0,_,325.93,30.30042098,31 Years and 0 Months,NM,211.1843903,,Low_spent_Small_value_payments,40.66430409,1,1
209.85.232.188-10.42.0.151-5228-33858-6,Christopher Doeringv,34,Musician,88362.46,7255.5383329999995,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,6,11.01,6.0,Good,325.93,38.41963348,31 Years and 1 Months,No,211.1843903,214.6101098,Low_spent_Medium_value_payments,579.7593332,0,0
10.42.0.211-104.192.108.27-39353-80-6,Christopher Doeringv,34,_______,88362.46,7255.5383329999995,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,,11.01,6.0,Good,325.93,22.7838452,,No,211.1843903,354.4591577,High_spent_Small_value_payments,419.9102852,0,0
172.217.5.227-10.42.0.151-443-47974-6,Christopher Doeringv,34,Musician,88362.46,,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,7,11.01,1251.0,Good,325.93,36.53896301,31 Years and 3 Months,No,211.1843903,80.07134636,High_spent_Large_value_payments,674.2980966,0,0
202.77.129.161-10.42.0.211-80-60479-6,Michelley,45,Entrepreneur,118248.6,10115.05,5,1,4,0,,13,10,3.69,4.0,Good,191.09,29.14953015,17 Years and 1 Months,NM,0.0,227.6187415,High_spent_Large_value_payments,1023.886258,1,1
172.217.11.10-10.42.0.211-443-52664-6,Michelley,45,Entrepreneur,118248.6,10115.05,5,1,4,0,,13,10,3.69,4.0,_,191.09,34.34487102,17 Years and 2 Months,No,0.0,338.7642171,Low_spent_Large_value_payments,942.7407829,1,1
10.42.0.1-10.42.0.42-53-31511-17,Michelley,45,Entrepreneur,118248.6,10115.05,5,1,4,0,,13,7,-0.31,4.0,Good,191.09,32.68206167,17 Years and 3 Months,No,0.0,545.8997341,Low_spent_Small_value_payments,755.6052659,1,1
203.205.191.21-10.42.0.211-80-47106-6,Michelley,45,Entrepreneur,118248.6,10115.05,5,1,4,0,,13,7,3.69,4.0,Good,191.09,44.24642053,17 Years and 4 Months,No,0.0,__10000__,High_spent_Medium_value_payments,1142.1479359999998,1,1
140.205.62.20-10.42.0.211-80-36819-6,Michelley,45,Entrepreneur,118248.6,,5,1,4,0,,13,10,3.69,8.0,Good,191.09,29.32435284,17 Years and 5 Months,NM,0.0,670.5779061,High_spent_Small_value_payments,600.9270938999999,1,1
183.3.235.80-10.42.0.211-80-45846-6,Michelley,45,_______,118248.6,10115.05,5,1,4,0,,13,10,3.69,8.0,Good,191.09,43.96183939,17 Years and 6 Months,No,0.0,324.6255705,High_spent_Medium_value_payments,936.8794295,0,0
10.42.0.211-23.208.168.108-49617-443-6,Michelley,45,Entrepreneur,118248.6,10115.05,5,1,4,0,,13,,4.69,8.0,Good,191.09,33.22380962,17 Years and 7 Months,No,0.0,509.4292024,Low_spent_Medium_value_payments,782.0757976,1,1
10.42.0.151-10.42.0.1-61929-53-17,Michelley,45,Entrepreneur,118248.6,10115.05,5,1,4,0,,18,13,3.69,8.0,Good,191.09,29.42716484,17 Years and 8 Months,NM,0.0,614.4651135,Low_spent_Small_value_payments,687.0398865,0,0
182.22.120.252-10.42.0.151-443-43862-6,Stempelp,26,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,14.79,7.0,Standard,1037.45,36.35924552,13 Years and 2 Months,Yes,220.2137267,80.01264638,High_spent_Medium_value_payments,469.5244602,0,0
172.217.10.104-10.42.0.151-443-47858-6,Stempelp,26,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,14.79,7.0,Standard,1037.45,33.18394227,13 Years and 3 Months,Yes,220.2137267,153.4475402,High_spent_Medium_value_payments,396.08956639999997,0,0
10.42.0.151-31.13.71.36-43824-443-6,Stempelp,26,Scientist,60162.1,5197.508333,5,7,2607,-100,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,18.79,7.0,Standard,1037.45,30.91438852,13 Years and 4 Months,Yes,220.2137267,184.5531485,High_spent_Medium_value_payments,364.98395810000005,1,1
10.42.0.211-77.234.44.40-39738-80-6,Stempelp,26,Scientist,60162.1,,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,12,14.79,9.0,Standard,1037.45,27.6412103,13 Years and 5 Months,Yes,220.2137267,356.3858247,Low_spent_Large_value_payments,213.15128190000001,0,0
172.217.10.46-10.42.0.151-443-39973-6,Stempelp,26,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",17,10,14.79,9.0,_,1037.45,32.16686073,13 Years and 6 Months,Yes,220.2137267,96.8446731,High_spent_Medium_value_payments,452.6924335,1,1
157.56.52.31-10.42.0.211-40015-60774-17,Stempelp,26,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,11,14.79,9.0,Standard,1037.45,28.73291735,,Yes,220.2137267,450.5601781,Low_spent_Large_value_payments,118.97692859999998,0,0
172.217.10.78-10.42.0.211-443-50438-6,,26,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,13,14.79,9.0,Standard,1037.45,25.52559354,13 Years and 8 Months,Yes,220.2137267,__10000__,High_spent_Large_value_payments,451.81389630000007,1,1
172.217.3.110-10.42.0.211-443-44032-6,Stempelp,26,_______,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,12.79,9.0,Standard,1037.45,32.07861888,13 Years and 9 Months,Yes,50812.0,231.7664674,Low_spent_Medium_value_payments,347.7706392,0,0
10.42.0.1-10.42.0.42-53-52296-17,Wohli,17,Musician,75273.24,6552.77,8,943,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,9,12.8,6.0,_,2497.34,33.59482507,5 Years and 2 Months,NM,222.61905609999997,124.6322882,High_spent_Large_value_payments,548.0256555999999,1,1
10.42.0.151-23.208.168.108-40124-443-6,Wohli,17,Musician,75273.24_,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",48,9,19.8,6.0,Standard,2497.34,24.82967191,5 Years and 3 Months,Yes,222.61905609999997,482.0882842,Low_spent_Large_value_payments,220.56965970000002,1,1
172.217.3.106-10.42.0.151-443-40714-6,Wohli,17,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,10,12.8,6.0,_,2497.34,39.15098231,5 Years and 4 Months,Yes,222.61905609999997,162.1888645,High_spent_Large_value_payments,510.46907930000003,0,0
172.217.6.226-10.42.0.42-443-53994-6,Wohli,18,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,10,12.8,6.0,_,2497.34,38.05213442,5 Years and 5 Months,Yes,222.61905609999997,170.3151592,High_spent_Medium_value_payments,512.3427847,1,1
172.217.6.234-10.42.0.151-443-53347-6,Wohli,21,Musician,75273.24,6424.022011,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,9,12.8,8.0,Standard,2497.34,35.27464015,5 Years and 6 Months,NM,351.36704469999995,141.1879102,High_spent_Medium_value_payments,541.4700337,0,0
